enactment_id,activity_name,timestamp,agent_name
ORD_98f3221d,seller_clerk_1: Completed Task (send_delivery_req),2020-01-28 05:56:40.371,seller_clerk_1
ORD_ece26018,seller_clerk_1: Started Task (send_delivery_req),2020-01-28 05:56:40.377,seller_clerk_1
ORD_98f3221d,seller: Send delivery_req,2020-01-28 05:56:40.416,seller
ORD_98f3221d,logistics_warehouseman_1: Queued Task (on_delivery_req),2020-01-28 05:56:40.417,logistics_warehouseman_1
ORD_ece26018,buyer_purchaser_1: Completed Task (on_invoice),2020-01-28 05:58:52.701,buyer_purchaser_1
ORD_fb7a399a,seller_accountant_1: Completed Task (send_invoice),2020-01-28 06:08:32.383,seller_accountant_1
ORD_57057330,seller_accountant_1: Started Task (send_invoice),2020-01-28 06:08:32.392,seller_accountant_1
ORD_ece26018,buyer_purchaser_1: Received Task (send_cancel_req),2020-01-28 06:08:32.426,buyer_purchaser_1
ORD_fb7a399a,seller: Send invoice,2020-01-28 06:08:32.438,seller
ORD_ece26018,buyer_purchaser_1: Started Task (send_cancel_req),2020-01-28 06:08:52.902,buyer_purchaser_1
ORD_6f9e40a5,seller_clerk_2: Completed Task (send_delivery_req),2020-01-28 06:08:52.906,seller_clerk_2
ORD_fb7a399a,seller_clerk_2: Started Task (send_delivery_req),2020-01-28 06:08:52.915,seller_clerk_2
ORD_6f9e40a5,seller: Send delivery_req,2020-01-28 06:08:52.957,seller
ORD_ece26018,buyer_purchaser_1: Completed Task (send_cancel_req),2020-01-28 06:18:53.007,buyer_purchaser_1
ORD_fb7a399a,buyer_purchaser_1: Received Task (on_invoice),2020-01-28 06:18:53.050,buyer_purchaser_1
ORD_6f9e40a5,logistics_warehouseman_1: Queued Task (on_delivery_req),2020-01-28 06:18:53.059,logistics_warehouseman_1
ORD_ece26018,buyer: Send cancel_req,2020-01-28 06:18:53.154,buyer
ORD_fb7a399a,buyer_purchaser_1: Started Task (on_invoice),2020-01-28 06:26:40.889,buyer_purchaser_1
ORD_ece26018,seller_clerk_1: Completed Task (send_delivery_req),2020-01-28 06:26:40.891,seller_clerk_1
ORD_5ec8c6dd,seller_clerk_1: Started Task (on_order),2020-01-28 06:26:40.899,seller_clerk_1
ORD_ece26018,seller: Send delivery_req,2020-01-28 06:26:40.938,seller
ORD_ece26018,logistics_warehouseman_1: Queued Task (on_delivery_req),2020-01-28 06:26:40.939,logistics_warehouseman_1
