enactment_id,activity_name,timestamp,agent_name
ORD_98f18c28,buyer: Send order,2020-01-01 09:05:08.580,buyer
ORD_98f18c28,seller_clerk_1: Received Task (on_order),2020-01-01 09:05:08.683,seller_clerk_1
ORD_98f18c28,seller_clerk_1: Started Task (on_order),2020-01-01 09:05:08.748,seller_clerk_1
ORD_98f18c28,seller_clerk_1: Completed Task (on_order),2020-01-01 09:47:56.996,seller_clerk_1
ORD_98f18c28,seller_accountant_1: Received Task (send_invoice),2020-01-01 09:47:57.135,seller_accountant_1
ORD_98f18c28,seller_accountant_1: Started Task (send_invoice),2020-01-01 09:47:57.205,seller_accountant_1
ORD_98f18c28,seller_accountant_1: Completed Task (send_invoice),2020-01-01 10:20:25.904,seller_accountant_1
ORD_98f18c28,seller: Send invoice,2020-01-01 10:20:26.041,seller
ORD_cc9d96d5,buyer: Send order,2020-01-01 10:30:26.674,buyer
ORD_cc9d96d5,seller_clerk_2: Received Task (on_order),2020-01-01 10:45:26.762,seller_clerk_2
ORD_98f18c28,buyer: Send pay,2020-01-01 10:45:26.780,buyer
ORD_cc9d96d5,seller_clerk_2: Started Task (on_order),2020-01-01 10:45:26.852,seller_clerk_2
ORD_98f18c28,seller_accountant_1: Received Task (on_pay),2020-01-01 10:45:26.865,seller_accountant_1
ORD_cc9d96d5,seller_clerk_2: Completed Task (on_order),2020-01-01 11:32:24.908,seller_clerk_2
ORD_98f18c28,seller_accountant_1: Started Task (on_pay),2020-01-01 11:32:24.909,seller_accountant_1
ORD_98f18c28,seller_accountant_1: Completed Task (on_pay),2020-01-01 12:02:25.017,seller_accountant_1
ORD_cc9d96d5,seller_clerk_3: Received Task (send_delivery_req),2020-01-01 12:02:25.020,seller_clerk_3
ORD_cc9d96d5,seller_accountant_1: Received Task (send_invoice),2020-01-01 12:02:25.022,seller_accountant_1
ORD_cc9d96d5,seller_clerk_3: Started Task (send_delivery_req),2020-01-01 12:02:25.119,seller_clerk_3
ORD_cc9d96d5,seller_accountant_1: Started Task (send_invoice),2020-01-01 12:02:25.122,seller_accountant_1
ORD_98f18c28,seller_clerk_1: Received Task (send_delivery_req),2020-01-01 12:02:25.126,seller_clerk_1
ORD_98f18c28,seller_clerk_1: Started Task (send_delivery_req),2020-01-01 12:29:18.751,seller_clerk_1
ORD_cc9d96d5,seller_accountant_1: Completed Task (send_invoice),2020-01-01 12:29:18.754,seller_accountant_1
ORD_cc9d96d5,seller: Send invoice,2020-01-01 12:29:18.861,seller
ORD_cc9d96d5,seller_clerk_3: Completed Task (send_delivery_req),2020-01-01 12:32:25.344,seller_clerk_3
ORD_cc9d96d5,seller: Send delivery_req,2020-01-01 12:32:25.457,seller
ORD_7a7518eb,buyer: Send order,2020-01-01 12:34:19.106,buyer
ORD_98f18c28,seller_clerk_1: Completed Task (send_delivery_req),2020-01-01 12:59:19.066,seller_clerk_1
ORD_cc9d96d5,logistics_warehouseman_1: Received Task (on_delivery_req),2020-01-01 12:59:19.078,logistics_warehouseman_1
ORD_98f18c28,seller: Send delivery_req,2020-01-01 12:59:19.189,seller
ORD_cc9d96d5,logistics_warehouseman_1: Started Task (on_delivery_req),2020-01-01 13:04:19.170,logistics_warehouseman_1
ORD_7a7518eb,seller_clerk_2: Received Task (on_order),2020-01-01 13:04:19.190,seller_clerk_2
ORD_7a7518eb,seller_clerk_2: Started Task (on_order),2020-01-01 14:05:03.410,seller_clerk_2
ORD_cc9d96d5,logistics_warehouseman_1: Completed Task (on_delivery_req),2020-01-01 14:05:03.411,logistics_warehouseman_1
ORD_98f18c28,logistics_warehouseman_1: Received Task (on_delivery_req),2020-01-01 14:05:03.417,logistics_warehouseman_1
ORD_7a7518eb,seller_clerk_2: Completed Task (on_order),2020-01-01 15:03:46.345,seller_clerk_2
ORD_98f18c28,logistics_warehouseman_1: Started Task (on_delivery_req),2020-01-01 15:03:46.345,logistics_warehouseman_1
ORD_cc9d96d5,logistics_courier_1: Received Task (send_deliver),2020-01-01 15:03:46.351,logistics_courier_1
ORD_cc9d96d5,logistics_courier_1: Started Task (send_deliver),2020-01-01 15:13:46.451,logistics_courier_1
ORD_7a7518eb,seller_clerk_3: Received Task (send_delivery_req),2020-01-01 15:13:46.460,seller_clerk_3
ORD_7a7518eb,seller_accountant_1: Received Task (send_invoice),2020-01-01 15:13:46.460,seller_accountant_1
ORD_cc9d96d5,buyer: Send cancel_req,2020-01-01 15:13:46.593,buyer
ORD_7a7518eb,seller_clerk_3: Started Task (send_delivery_req),2020-01-01 16:07:15.076,seller_clerk_3
ORD_7a7518eb,seller_accountant_1: Started Task (send_invoice),2020-01-01 16:07:15.078,seller_accountant_1
ORD_98f18c28,logistics_warehouseman_1: Completed Task (on_delivery_req),2020-01-01 16:07:15.078,logistics_warehouseman_1
ORD_7a7518eb,seller_accountant_1: Completed Task (send_invoice),2020-01-01 16:33:19.294,seller_accountant_1
ORD_98f18c28,logistics_courier_1: Queued Task (send_deliver),2020-01-01 16:33:19.297,logistics_courier_1
ORD_cc9d96d5,seller_clerk_1: Received Task (on_cancel_req),2020-01-01 16:33:19.300,seller_clerk_1
ORD_7a7518eb,seller: Send invoice,2020-01-01 16:33:19.403,seller
ORD_7a7518eb,seller_clerk_3: Completed Task (send_delivery_req),2020-01-01 16:37:15.293,seller_clerk_3
ORD_cc9d96d5,seller_clerk_1: Started Task (on_cancel_req),2020-01-01 16:37:15.294,seller_clerk_1
ORD_7a7518eb,seller: Send delivery_req,2020-01-01 16:37:15.402,seller
