enactment_id,activity_name,timestamp,agent_name
ORD_92c960b3,buyer: Send order,2020-01-01 09:05:09.114,buyer
ORD_92c960b3,seller_clerk_1: Received Task (on_order),2020-01-01 09:05:09.218,seller_clerk_1
ORD_92c960b3,seller_clerk_1: Started Task (on_order),2020-01-01 09:05:09.296,seller_clerk_1
ORD_92c960b3,seller_clerk_1: Completed Task (on_order),2020-01-01 09:38:06.179,seller_clerk_1
ORD_92c960b3,seller_clerk_2: Received Task (send_delivery_req),2020-01-01 09:38:06.312,seller_clerk_2
ORD_92c960b3,seller_accountant_1: Received Task (send_invoice),2020-01-01 09:38:06.312,seller_accountant_1
ORD_92c960b3,seller_clerk_2: Started Task (send_delivery_req),2020-01-01 09:38:06.386,seller_clerk_2
ORD_92c960b3,seller_accountant_1: Started Task (send_invoice),2020-01-01 09:38:06.386,seller_accountant_1
ORD_92c960b3,seller_clerk_2: Completed Task (send_delivery_req),2020-01-01 10:08:06.492,seller_clerk_2
ORD_92c960b3,seller: Send delivery_req,2020-01-01 10:08:06.628,seller
ORD_92c960b3,seller_accountant_1: Completed Task (send_invoice),2020-01-01 10:18:50.899,seller_accountant_1
ORD_92c960b3,logistics_warehouseman_1: Received Task (on_delivery_req),2020-01-01 10:18:51.035,logistics_warehouseman_1
ORD_92c960b3,seller: Send invoice,2020-01-01 10:18:51.037,seller
ORD_92c960b3,logistics_warehouseman_1: Started Task (on_delivery_req),2020-01-01 10:18:51.110,logistics_warehouseman_1
ORD_92c960b3,logistics_warehouseman_1: Completed Task (on_delivery_req),2020-01-01 11:31:56.789,logistics_warehouseman_1
ORD_92c960b3,logistics_courier_1: Received Task (send_deliver),2020-01-01 11:36:56.927,logistics_courier_1
ORD_92c960b3,logistics_courier_1: Started Task (send_deliver),2020-01-01 11:36:56.999,logistics_courier_1
ORD_92c960b3,logistics_courier_1: Completed Task (send_deliver),2020-01-01 17:26:44.192,logistics_courier_1
ORD_92c960b3,logistics: Send deliver,2020-01-01 17:26:44.331,logistics
ORD_92c960b3,buyer: Send pay,2020-01-01 17:41:44.441,buyer
ORD_92c960b3,seller_accountant_1: Received Task (on_pay),2020-01-01 17:41:44.543,seller_accountant_1
ORD_92c960b3,seller_accountant_1: Started Task (on_pay),2020-01-01 17:53:08.241,seller_accountant_1
ORD_92c960b3,seller_accountant_1: Completed Task (on_pay),2020-01-01 18:23:08.341,seller_accountant_1
ORD_92c960b3,buyer: Send confirm,2020-01-01 18:33:08.694,buyer
ORD_92c960b3,seller_clerk_3: Received Task (on_confirm),2020-01-01 18:33:08.789,seller_clerk_3
ORD_92c960b3,seller_clerk_3: Started Task (on_confirm),2020-01-01 18:33:08.864,seller_clerk_3
ORD_92c960b3,seller_clerk_3: Completed Task (on_confirm),2020-01-01 18:43:08.972,seller_clerk_3
ORD_ba7343ca,buyer: Send order,2020-01-01 18:48:10.821,buyer
ORD_ba7343ca,seller_clerk_4: Received Task (on_order),2020-01-01 18:48:10.873,seller_clerk_4
ORD_ba7343ca,seller_clerk_4: Started Task (on_order),2020-01-01 18:48:10.886,seller_clerk_4
ORD_ba7343ca,seller_clerk_4: Completed Task (on_order),2020-01-01 19:45:51.719,seller_clerk_4
ORD_ba7343ca,seller_clerk_1: Received Task (send_delivery_req),2020-01-01 19:45:51.814,seller_clerk_1
ORD_ba7343ca,seller_accountant_1: Received Task (send_invoice),2020-01-01 19:45:51.814,seller_accountant_1
ORD_ba7343ca,seller_clerk_1: Started Task (send_delivery_req),2020-01-01 19:45:51.831,seller_clerk_1
ORD_ba7343ca,seller_accountant_1: Started Task (send_invoice),2020-01-01 19:45:51.832,seller_accountant_1
ORD_ba7343ca,seller_accountant_1: Completed Task (send_invoice),2020-01-01 20:06:15.887,seller_accountant_1
ORD_ba7343ca,seller: Send invoice,2020-01-01 20:06:15.989,seller
ORD_ba7343ca,seller_clerk_1: Completed Task (send_delivery_req),2020-01-01 20:15:52.038,seller_clerk_1
ORD_ba7343ca,seller: Send delivery_req,2020-01-01 20:15:52.146,seller
ORD_ba7343ca,logistics_warehouseman_1: Received Task (on_delivery_req),2020-01-01 20:15:52.250,logistics_warehouseman_1
ORD_ba7343ca,logistics_warehouseman_1: Started Task (on_delivery_req),2020-01-01 20:20:52.355,logistics_warehouseman_1
ORD_a2a87ef4,buyer: Send order,2020-01-01 20:25:52.602,buyer
ORD_ba7343ca,logistics_warehouseman_1: Completed Task (on_delivery_req),2020-01-01 21:30:13.590,logistics_warehouseman_1
ORD_ba7343ca,logistics_courier_1: Received Task (send_deliver),2020-01-01 21:40:13.705,logistics_courier_1
ORD_a2a87ef4,seller_clerk_2: Received Task (on_order),2020-01-01 21:40:13.706,seller_clerk_2
ORD_a2a87ef4,seller_clerk_2: Started Task (on_order),2020-01-01 21:40:13.804,seller_clerk_2
ORD_ba7343ca,logistics_courier_1: Started Task (send_deliver),2020-01-01 21:40:13.805,logistics_courier_1
ORD_ba7343ca,buyer: Send cancel_req,2020-01-01 21:40:13.841,buyer
ORD_a2a87ef4,seller_clerk_2: Completed Task (on_order),2020-01-01 22:34:44.298,seller_clerk_2
ORD_ba7343ca,seller_clerk_3: Received Task (on_cancel_req),2020-01-01 22:34:44.304,seller_clerk_3
ORD_ba7343ca,seller_clerk_3: Started Task (on_cancel_req),2020-01-02 03:24:55.584,seller_clerk_3
ORD_ba7343ca,logistics_courier_1: Completed Task (send_deliver),2020-01-02 03:24:55.584,logistics_courier_1
ORD_a2a87ef4,seller_clerk_4: Received Task (send_delivery_req),2020-01-02 03:24:55.590,seller_clerk_4
ORD_a2a87ef4,seller_accountant_1: Received Task (send_invoice),2020-01-02 03:24:55.593,seller_accountant_1
ORD_ba7343ca,logistics: Send deliver,2020-01-02 03:24:55.699,logistics
ORD_ba7343ca,seller_clerk_3: Completed Task (on_cancel_req),2020-01-02 04:05:40.826,seller_clerk_3
ORD_a2a87ef4,seller_clerk_4: Started Task (send_delivery_req),2020-01-02 04:05:40.826,seller_clerk_4
ORD_a2a87ef4,seller_accountant_1: Started Task (send_invoice),2020-01-02 04:05:40.826,seller_accountant_1
ORD_a2a87ef4,seller_clerk_4: Completed Task (send_delivery_req),2020-01-02 04:35:40.929,seller_clerk_4
ORD_a2a87ef4,seller: Send delivery_req,2020-01-02 04:35:41.049,seller
ORD_a2a87ef4,seller_accountant_1: Completed Task (send_invoice),2020-01-02 04:40:05.170,seller_accountant_1
ORD_a2a87ef4,seller: Send invoice,2020-01-02 04:40:05.287,seller
ORD_a2a87ef4,logistics_warehouseman_1: Received Task (on_delivery_req),2020-01-02 04:53:26.907,logistics_warehouseman_1
ORD_a2a87ef4,logistics_warehouseman_1: Started Task (on_delivery_req),2020-01-02 04:53:27.004,logistics_warehouseman_1
ORD_a2a87ef4,logistics_warehouseman_1: Completed Task (on_delivery_req),2020-01-02 05:42:21.680,logistics_warehouseman_1
ORD_a2a87ef4,logistics_courier_1: Received Task (send_deliver),2020-01-02 05:47:21.792,logistics_courier_1
